participant_ID,text_file,error,rater_1,rater_2
CZY1_S,./data/processed/exercises/CZY1_S_E06.txt,hasta [el] año 2010,cloze,cloze
CZY1_S,./data/processed/exercises/CZY1_S_E07.txt,estudié chino (antes de nacer) [desde que nací],"text editing, metalinguistic reflection","text editing, metalinguistic reflection"
CZY1_S,./data/processed/exercises/CZY1_S_E08.txt,conocí [a] mis amigos,discrete choice,discrete choice
CZY1_S,./data/processed/exercises/CZY1_S_E09.txt,(encontré) [conocí] a mis amigos,"translation, prompted writing",translation
CZY1_S,./data/processed/exercises/CZY1_S_E10.txt,empecé [a] jugar,"metalinguistic reflection, translation","metalinguistic reflection, translation"
CZY1_S,./data/processed/exercises/CZY1_S_E11.txt,gané (un medal) [una medalla] en 2019,"vocabulary extraction and list creation, translation","vocabulary extraction and list creation, translation"
CZY1_S,./data/processed/exercises/CZY1_S_E12.txt,trabajé en una empresa por dos (mesas) [meses] / he vivido en Pamplona durante (una mesa) [un mes],"matching, prompted writing","matching, prompted writing"
CZY1_S,./data/processed/exercises/CZY1_S_E13.txt,(supe) [aprendí a] conducir en el verano de 2022,text editing,text editing
CZY1_S,./data/processed/exercises/CZY1_S_E14.txt,(emprezé) [empecé],"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
CZY1_S,./data/processed/exercises/CZY1_S_E15.txt,jugar [al] fútbol,syntagmatic systematization,syntagmatic systematization
EBM1_J,./data/processed/exercises/EBM1_J_E01.txt,todos los supermercados de Carrefour (son) [están] cerrados / esta tienda (está) [es] especial,sentence reconstruction,sentence reconstruction
EBM1_J,./data/processed/exercises/EBM1_J_E02.txt,fines de (semanas) [semana],cloze,cloze
EBM1_J,./data/processed/exercises/EBM1_J_E03.txt,mi primer (culture shock) [choque cultural],text editing,text editing
EBM1_J,./data/processed/exercises/EBM1_J_E04.txt,(en mañana en domingo) [el domingo por la mañana],cloze,cloze
EBM1_J,./data/processed/exercises/EBM1_J_E05.txt,primera vez (cuándo) [cuando] fui a hacer / no puedo explicar (que) [qué] pasó después,"matching, prompted writing","matching, prompted writing"
EBM1_J,./data/processed/exercises/EBM1_J_E06.txt,no sé (por que) [por qué],"metalinguistic reflection, prompted writing, translation","metalinguistic reflection, prompted writing, translation"
EBM1_J,./data/processed/exercises/EBM1_J_E07.txt,una [buena] idea (buena) / mi (primero) [primer] choque cultural,sentence reconstruction,sentence reconstruction
EBM1_J,./data/processed/exercises/EBM1_J_E08.txt,(proxima) [próxima] / (normál) [normal] / (ví) [ví],accent marking and read-aloud,accent marking and read-aloud
EBM1_J,./data/processed/exercises/EBM1_J_E09.txt,"(fortunamente, ) [afortunadamente, ]","text editing, prompted writing","text editing, prompted writing"
EBM1_J,./data/processed/exercises/EBM1_J_E10.txt,llegué (en) [a] Pamplona / próxima (de) [a] mi piso,discrete choice,discrete choice
EBM1_J,./data/processed/exercises/EBM1_J_E11.txt,mi cerebro (terminó) [dejó de] funcionar,"matching, cloze","matching, cloze"
EBM1_J,./data/processed/exercises/EBM1_J_E12.txt,pero (yo) pensé / (yo) sé que es muy extraño / (yo) sabía que tenía razón,"text editing, metalinguistic reflection","text editing, metalinguistic reflection"
EBM1_J,./data/processed/exercises/EBM1_J_E13.txt,era (un día libre) [festivo] en todo el país,paradigmatic systematization,paradigmatic systematization
EBM1_J,./data/processed/exercises/EBM1_J_E14.txt,"el (próximo) domingo [siguiente], pensé que","metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
EBM1_J,./data/processed/exercises/EBM1_J_E15.txt,(llegé) [llegué],"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
EPA1_C,./data/processed/exercises/EPA1_C_E01.txt,entonces llamé a (nuestra House Manager) [la encargada de nuestro piso],text editing,text editing
EPA1_C,./data/processed/exercises/EPA1_C_E02.txt,alguna posibilidad de que ella [se] estuviera comiendo mi comida / estaba ella (comiendo) [comiéndose] mi almuerzo,"discrete choice, prompted writing","discrete choice, prompted writing"
EPA1_C,./data/processed/exercises/EPA1_C_E03.txt,estoy (escribiendole) [escribiéndole] / (ibamos) [íbamos] a vivir / (proxima) [próxima] / (dias) [días] / (todavia) [todavía] /  y (dijó) [dijo],accent marking and read-aloud,accent marking and read-aloud
EPA1_C,./data/processed/exercises/EPA1_C_E04.txt,alguna posibilidad [de] que / la idea [de] que yo debería / sorprendida [de] que yo la hubiese llamado / aliviada [de] que pudiéramos,discrete choice,discrete choice
EPA1_C,./data/processed/exercises/EPA1_C_E05.txt,la comida que yo estaba metiendo en la nevera (se) desaparecía,"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
EPA1_C,./data/processed/exercises/EPA1_C_E06.txt,de una manera fácil y sin (argumentos) [discusiones],discrete choice,discrete choice
EPA1_C,./data/processed/exercises/EPA1_C_E07.txt,le (pregunte) [pregunté] a mi compañera si había / a (mi) [mí] me pareció / explicarle (como) [cómo] lo resolví / no sabía (que) [qué] hacer,"matching, prompted writing","matching, prompted writing"
EPA1_C,./data/processed/exercises/EPA1_C_E08.txt,[a] la mañana siguiente fui a recoger mi comida,cloze,cloze
EPA1_C,./data/processed/exercises/EPA1_C_E09.txt,estaba (tan) [muy] frustrada y confundida porque la única,discrete choice,discrete choice
EPA1_C,./data/processed/exercises/EPA1_C_E10.txt,"entonces, la (próxima) [siguiente] vez que vino a limpiar / la (próxima) [siguiente] vez que cociné","metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
EPA1_C,./data/processed/exercises/EPA1_C_E11.txt,(tomando turnos cocinando) [turnándonos para cocinar],"translation, prompted writing","translation, prompted writing"
EPA1_C,./data/processed/exercises/EPA1_C_E12.txt,(al pasar dos semanas) [al cabo de dos semanas],cloze,cloze
EPA1_C,./data/processed/exercises/EPA1_C_E13.txt,si seguía haciendo eso la iban a (cambiar de) [echar del] piso,"vocabulary extraction and list creation, translation",vocabulary extraction and list creation
EPA1_C,./data/processed/exercises/EPA1_C_E14.txt,y (paró de comer) [dejó de comerse] mi comida,"syntagmatic systematization, prompted writing","syntagmatic systematization, prompted writing"
EPA1_C,./data/processed/exercises/EPA1_C_E15.txt,"íbamos a cenar juntas una vez a la semana, (donde nos turnamos) [turnándonos]","text editing, prompted writing","text editing, prompted writing"
EPE1_J,./data/processed/exercises/EPE1_J_E01.txt,(eventualmente) [finalmente],discrete choice,discrete choice
EPE1_J,./data/processed/exercises/EPE1_J_E02.txt,(neccessito) [necesito] / (plané) [planeé] / (copea) [copeo] / (borachos) [borrachos] / (mobil) [móvil],"text editing, prompted writing","text editing, prompted writing"
EPE1_J,./data/processed/exercises/EPE1_J_E03.txt,el lugar (era) [estaba] lleno de gente,sentence reconstruction,sentence reconstruction
EPE1_J,./data/processed/exercises/EPE1_J_E04.txt,era (tiempo por) [hora de] volver a casa,"translation, prompted writing",translation
EPE1_J,./data/processed/exercises/EPE1_J_E05.txt,(tocé) [toqué],"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
EPE1_J,./data/processed/exercises/EPE1_J_E06.txt,planeé (para) hacer / buscando (por) mi móvil / me di cuenta [de] que,"syntagmatic systematization, prompted writing","syntagmatic systematization, prompted writing"
EPE1_J,./data/processed/exercises/EPE1_J_E07.txt,qué es un poco [de] agua,"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
EPE1_J,./data/processed/exercises/EPE1_J_E08.txt,pero (porque) [como] estábamos un poco borrachos,sentence reconstruction,sentence reconstruction
EPE1_J,./data/processed/exercises/EPE1_J_E09.txt,y (a la) [al] final ya estábamos,"discrete choice, metalinguistic reflection, prompted writing","discrete choice, prompted writing"
EPE1_J,./data/processed/exercises/EPE1_J_E10.txt,(despues) [después] / (examenes) [exámenes] / (estabamos) [estábamos] / (aqui) [aquí],accent marking and read-aloud,accent marking and read-aloud
EPE1_J,./data/processed/exercises/EPE1_J_E11.txt,(un) [una] noche,cloze,cloze
EPE1_J,./data/processed/exercises/EPE1_J_E12.txt,(que) [qué] locura,"matching, prompted writing","matching, prompted writing"
EPE1_J,./data/processed/exercises/EPE1_J_E13.txt,corrimos (alrededor de) [por toda] la discoteca / listos (a) [para] bailar / una bebida (con) fuerte / me di (en) cuenta,discrete choice,discrete choice
EPE1_J,./data/processed/exercises/EPE1_J_E14.txt,qué (loca) [locura],paradigmatic systematization,paradigmatic systematization
EPE1_J,./data/processed/exercises/EPE1_J_E15.txt,no sé dónde (es) [está] mi móvil,"discrete choice, metalinguistic reflection","discrete choice, metalinguistic reflection"
ERA1_C,./data/processed/exercises/ERA1_C_E01.txt,necesitábamos (encontrar algún lado común) [llegar a un punto medio],"translation, prompted writing","translation, prompted writing"
ERA1_C,./data/processed/exercises/ERA1_C_E02.txt,(scolares) [académicos] / (essential) [esencial],"metalinguistic reflection, paradigmatic systematization, prompted writing","metalinguistic reflection, paradigmatic systematization, prompted writing"
ERA1_C,./data/processed/exercises/ERA1_C_E03.txt,(estabamos) [estábamos] / (queriamos) [queríamos] / (tambien) [también] / (economico) [económico] / (hótel) [hotel] / (facil) [fácil],accent marking and read-aloud,accent marking and read-aloud
ERA1_C,./data/processed/exercises/ERA1_C_E04.txt,insistíamos [en] que eso no sería / elegir (a) un AirBnb,discrete choice,"discrete choice, metalinguistic reflection"
ERA1_C,./data/processed/exercises/ERA1_C_E05.txt,(pasó) [surgió] un conflicto / (tengas) [mantengas] un tono conciliador,discrete choice,discrete choice
ERA1_C,./data/processed/exercises/ERA1_C_E06.txt,(este) [esta] carta / (nuestro) [nuestra] experiencia,cloze,cloze
ERA1_C,./data/processed/exercises/ERA1_C_E07.txt,la misma Universidad (en) [de] los Estados Unidos,discrete choice,"discrete choice, metalinguistic reflection"
ERA1_C,./data/processed/exercises/ERA1_C_E08.txt,(quieremos) [queremos] / (barrato) [barato] / (necessaria) [necesaria] / (expectitivas) [expectativas] / (nosotoras) [nosotras] / (cádo) [caro],"text editing, prompted writing","text editing, prompted writing"
ERA1_C,./data/processed/exercises/ERA1_C_E09.txt,(ultimo) [último] año / (paso) [pasó] / (mas) [más],"matching, prompted writing","matching, prompted writing"
ERA1_C,./data/processed/exercises/ERA1_C_E10.txt,durante los (fines de semanas) [fines de semana],cloze,cloze
ERA1_C,./data/processed/exercises/ERA1_C_E11.txt,Ojalá este semestre [te] esté yendo bien (contigo),"vocabulary extraction and list creation, translation","vocabulary extraction and list creation, translation"
ERA1_C,./data/processed/exercises/ERA1_C_E12.txt,todas (de) nosotras,"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
ERA1_C,./data/processed/exercises/ERA1_C_E13.txt,es esencial para el proceso de mediación que no [haya faltas de respeto hacia] (falta del respeto a) nadie,text editing,text editing
ERA1_C,./data/processed/exercises/ERA1_C_E14.txt,un tono (calmado) [conciliador],syntagmatic systematization,syntagmatic systematization
ERA1_C,./data/processed/exercises/ERA1_C_E15.txt,fueron (algunos) momentos muy incómodos,"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
FCY1_I,./data/processed/exercises/FCY1_I_E01.txt,era (del numérico) [digital] / (utilizador) [usuario],"vocabulary extraction and list creation, translation","vocabulary extraction and list creation, translation"
FCY1_I,./data/processed/exercises/FCY1_I_E02.txt,asegurarse [de] que,discrete choice,discrete choice
FCY1_I,./data/processed/exercises/FCY1_I_E03.txt,(llenar) [cubrir] la demanda,discrete choice,discrete choice
FCY1_I,./data/processed/exercises/FCY1_I_E04.txt,(bajo) [por debajo] de / pasatiempos (en) [al] aire libre,translation,translation
FCY1_I,./data/processed/exercises/FCY1_I_E05.txt,como (le) [lo] hemos visto antes,cloze,"cloze, metalinguistic reflection"
FCY1_I,./data/processed/exercises/FCY1_I_E06.txt,es importante (de) tener en cuenta que,discrete choice,discrete choice
FCY1_I,./data/processed/exercises/FCY1_I_E07.txt,(faltan) [escasean],text editing,text editing
FCY1_I,./data/processed/exercises/FCY1_I_E08.txt,reemplazarán (el) [lo] humano / (el) [lo] natural es vernos,cloze,cloze
FCY1_I,./data/processed/exercises/FCY1_I_E09.txt,(jovenes) [jóvenes],accent marking and read-aloud,accent marking and read-aloud
FCY1_I,./data/processed/exercises/FCY1_I_E10.txt,(el médico) [la medicina],"matching, prompted writing","matching, prompted writing"
FCY1_I,./data/processed/exercises/FCY1_I_E11.txt,las (buenas y las malas) [ventajas y las] desventajas,text editing,text editing
FCY1_I,./data/processed/exercises/FCY1_I_E12.txt,Pellicer (desarrolla en) [argumenta] que la inteligencia artificial sería buena,text editing,text editing
FCY1_I,./data/processed/exercises/FCY1_I_E13.txt,mala (habitud) [costumbre],discrete choice,discrete choice
FCY1_I,./data/processed/exercises/FCY1_I_E14.txt,así como (al fuera) [fuera] de este,cloze,cloze
FCY1_I,./data/processed/exercises/FCY1_I_E15.txt,ámbitos (del cotidiano) [de la vida cotidiana],"matching, prompted writing","matching, prompted writing"
FDS1_S,./data/processed/exercises/FDS1_S_E01.txt,empecé (el) [a hacer] teatro,"metalinguistic reflection, translation","metalinguistic reflection, translation"
FDS1_S,./data/processed/exercises/FDS1_S_E02.txt,mi (tercero) [tercer] viaje,sentence reconstruction,sentence reconstruction
FDS1_S,./data/processed/exercises/FDS1_S_E03.txt,para estudiar (a) [en] la universidad,"cloze, translation","cloze, translation"
FDS1_S,./data/processed/exercises/FDS1_S_E04.txt,(Paris) [París] / (Turquia) [Turquía] / (Africa) [África] / (politica) [política],accent marking and read-aloud,accent marking and read-aloud
FDS1_S,./data/processed/exercises/FDS1_S_E05.txt,(deviní) [me hice] voluntaria,discrete choice,"discrete choice, metalinguistic reflection"
FDS1_S,./data/processed/exercises/FDS1_S_E06.txt,cuando (fui) [tenía] 8 años / cuando (fui) [tenía] 14 años,"translation, prompted writing","translation, prompted writing"
FDS1_S,./data/processed/exercises/FDS1_S_E07.txt,durante (todo) [toda] la escuela secundaria / durante (esta) [este] año / (un) [una] enfermedad muy (raro) [rara],cloze,cloze
FDS1_S,./data/processed/exercises/FDS1_S_E08.txt,(sud) [sur],"vocabulary extraction and list creation, translation","vocabulary extraction and list creation, translation"
FDS1_S,./data/processed/exercises/FDS1_S_E09.txt,voluntaria (por) [para] Greenpeace,"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
FDS1_S,./data/processed/exercises/FDS1_S_E10.txt,(empiecé) [empecé],metalinguistic reflection,metalinguistic reflection
FDS1_S,./data/processed/exercises/FDS1_S_E11.txt,me mudé (en) [a] una nueva casa,discrete choice,discrete choice
FDS1_S,./data/processed/exercises/FDS1_S_E12.txt,conocí a mi mejor amiga Sofia durante (esta) [esa] etapa de mi vida,text editing,text editing
FDS1_S,./data/processed/exercises/FDS1_S_E13.txt,y (fui) [quedé] paralizada,"matching, prompted writing","matching, prompted writing"
FDS1_S,./data/processed/exercises/FDS1_S_E14.txt,representamos [a] Francia dos veces,cloze,cloze
FDS1_S,./data/processed/exercises/FDS1_S_E15.txt,(ciensia) [ciencia] / (paralisada) [paralizada],"text editing, prompted writing","text editing, prompted writing"
FEM1_I,./data/processed/exercises/FEM1_I_E01.txt,(aumentación) [aumento],"paradigmatic systematization, metalinguistic reflection","paradigmatic systematization, metalinguistic reflection"
FEM1_I,./data/processed/exercises/FEM1_I_E02.txt,(reino) [mandato],"matching, prompted writing","matching, prompted writing"
FEM1_I,./data/processed/exercises/FEM1_I_E03.txt,(porque) [por qué],"metalinguistic reflection, prompted writing, translation","metalinguistic reflection, prompted writing, translation"
FEM1_I,./data/processed/exercises/FEM1_I_E04.txt,(crítica) [critica],"matching, prompted writing","matching, prompted writing"
FEM1_I,./data/processed/exercises/FEM1_I_E05.txt,(mientras que) [aunque] su punto de vista,"sentence reconstruction, text editing","sentence reconstruction, text editing"
FEM1_I,./data/processed/exercises/FEM1_I_E06.txt,la tasa más (fuerte) [elevada] / (pasar) [aprobar] una ley,discrete choice,discrete choice
FEM1_I,./data/processed/exercises/FEM1_I_E07.txt,"no es solamente esencial, (pero) [sino que] es también fundamental",metalinguistic reflection,metalinguistic reflection
FEM1_I,./data/processed/exercises/FEM1_I_E08.txt,(estar muy contestado) [tener una gran oposición] / (que falta de) [para la que faltan] tratamientos médicos,text editing,text editing
FEM1_I,./data/processed/exercises/FEM1_I_E09.txt,(hacer compromisos) [llegar a acuerdos] / (contestación) [confrontación],discrete choice,discrete choice
FEM1_I,./data/processed/exercises/FEM1_I_E10.txt,el artículo se enfoca (sobre) [en] la situación / es fundamental (a) [para] / nos falta (de) contexto,discrete choice,"discrete choice, metalinguistic reflection"
FEM1_I,./data/processed/exercises/FEM1_I_E11.txt,(màs en màs) [cada vez más] considerada,"translation, metalinguistic reflection","translation, metalinguistic reflection"
FEM1_I,./data/processed/exercises/FEM1_I_E12.txt,(pasarse) [ocurrir],cloze,cloze
FEM1_I,./data/processed/exercises/FEM1_I_E13.txt,en cuanto [a] su pertinencia,cloze,cloze
